Champagne Lanson Black Label Brut,игристое,Шампань,Lanson, Франция, 0,2 л, брют, 12,5%
Antoine Moueix Chateau Grand Renom,тихое,Бордо,Chateau Grand Renom, Франция, 0,75 л, сухое, 13,0%
Emilio Lustau Vermut White,вермут,unknown,Emilio Lustau, Испания, 0,75 л, сладкое, 15,00%
Maison Bouey Chateau Jean-Fonthenille Loupiac,тихое,Бордо,Maison Bouey, Франция, 0,75 л, сладкое, 13,50%
Maison Bouey De Dauzac,тихое,Бордо,Maison Bouey, Франция, 0,75 л, сухое, 13,00%
Bodegas Care Crianza Tempranillo Merlot,тихое,Арагон,Bodegas Care, Испания, 1,5 л, сухое, 13,5%
Bodegas Care Moscatel de Alejandria,тихое,Арагон,Bodegas Care, Испания, 0,5 л, полусладкое, 12,50%
Avanteselecta Obalo Crianza,тихое,Риоха,Avanteselecta, Испания, 0,75 л, сухое, 14,50%
Jacques Charlet Bourgogne Chardonnay,тихое,Бургундия,Jacques Charlet, Франция, 0,75 л, сухое, 13,0%
Alto Douro Porca de Murca Reserva Tinto,тихое,Доуро,Real Companhia Velha, Португалия, 0,75 л, сухое, 14,0%
Boutari Skalani,тихое,Крит,Boutari, Греция, 0,75 л, сухое, 14,0%
Dal Bello Asolo Prosecco Superiore Millesimato,игристое,Венето,Dal Bello, Италия, 0,75 л, сухое, 11,0%
Schild Estate Barossa Valley GMS,тихое,Долина Баросса,Schild Estate Wines, Австралия, 0,75 л, сухое, 14,50%
Argentiera Poggio ai Ginepri Bianco,тихое,Тоскана,Argentiera, Италия, 0,75 л, сухое, 12,5%
Villa Maria Private Bin Pinot Noir,тихое,Мальборо,Villa Maria, Новая Зеландия, 0,75 л, сухое, 13,5%
Schild Estate Chardonnay,тихое,Долина Баросса,Schild Estate Wines, Австралия, 0,75 л, сухое, 13,00%
Колоніст Портвейн,крепленое,Одесская область,Kolonist, Украина, 0,75 л, сухое, 20,0%
Jacques Charlet Domaine du Clos Saint-Leger Macon-Villages,тихое,Бургундия,Jacques Charlet, Франция, 0,75 л, сухое, 13,0%
Hans Tschida Angerhof Auslese Cuvee,тихое,Бургенланд,Tschida, Австрия, 0,75 л, сладкое, 9,0%
Bosco Pan Chardonnay,тихое,Абруццо,Bosco, Италия, 0,75 л, сухое, 14,00%
Vine Ponto Rkatsiteli,тихое,Кахетия,Vine Ponto, Грузия, 0,75 л, сухое, 13%
Marani Kondoli Саперави,тихое,Кахетия,Marani, Грузия, 0,75 л, сухое, 13,5%
Baron Philippe de Rothschild Reserve Mouton Cadet Bordeaux Rouge,тихое,Бордо,Mouton Cadet, Франция, 0,75 л, сухое, 13,00%
Orgo Saperavi,тихое,Кахетия,Dakishvili Family Winery, Грузия, 0,75 л, сухое, 13,50%
Maison Bouey Chateau Lestruelle Medoc,тихое,Бордо,Maison Bouey, Франция, 0,75 л, сухое, 14,00%
Alma Criolla Malbec Gran Reserva,тихое,Мендоза,Alma Criolla, Аргентина, 0,75 л, сухое, 13,50%
Simonnet-Febvre Cremant de Bourgogne Brut Rose,игристое,Бургундия,Simonnet-Febvre, Франция, 0,75 л, брют, 12,00%
Villa Montepaldi Tagliafune Chianti Classico,тихое,Тоскана,Villa Montepaldi, Италия, 0,75 л, сухое, 14,5%
Abbazia Di Novacella Muller Thurgau,тихое,Трентино-Альто Адидже,Abbazia di Novacella, Италия, 0,75 л, сухое, 12,5%
Cordier Enjoy La Via,тихое,Бордо,Cordier, Франция, 0,75 л, сухое, 14,00%
Chateau Lestruelle,тихое,Бордо,Maison Bouey, Франция, 0,75 л, сухое, 13,0%
Maison Bouey La Vierge du Chateau Arnauton,тихое,Бордо,Maison Bouey, Франция, 0,75 л, сухое, 13,5%
Cordier Chateau Plagnac,тихое,Бордо,Cordier, Франция, 0,75 л, сухое, 13,0%
Telavi Old Cellar Saperavi,тихое,Кахетия,Telavi Old Cellar, Грузия, 0,75 л, сухое, 14,20%
Santa Ema Amplus Cabernet Sauvignon,тихое,Долина Качапоал,Santa Ema, Чили, 0,75 л, сухое, 14,0%
Danieli Napareuli,тихое,Кахетия,Danieli, Грузия, 0,75 л, сухое, 13%
Carlo Pellegrino Marsala Rubino Superiore,крепленое,Сицилия,Cantine Pellegrino, Италия, 0,75 л, сладкое, 18,00%
Villa Maria Cellar Selection Organic Sauvignon Blanc,тихое,Мальборо,Villa Maria, Новая Зеландия, 0,75 л, сухое, 13,00%
Alta Vista Atemporal Blend,тихое,Мендоза,Alta Vista, Аргентина, 0,75 л, сухое, 14,5%
Vina Herminia Reserva,тихое,Риоха,Vina Herminia, Испания, 0,75 л, сухое, 14,0%
Chateau Maison Blanche,тихое,Бордо,Maison Bouey, Франция, 0,75 л, сухое, 13,0%
Cantina di Soave Recioto di Soave Le Poesie,тихое,Венето,Cantina di Soave, Италия, 0,5 л, сладкое, 12,5%
Ackerman Cremant de Loire Blanc Cuvee Ambrosa Brut,игристое,Долина Луары,Ackerman, Франция, 0,75 л, брют, 12,00%
Andeluna Altitud Chardonnay,тихое,Мендоза,Andeluna Cellars, Аргентина, 0,75 л, сухое, 14,5%
Telavi Old Cellar Rkatsiteli,тихое,Кахетия,Telavi Old Cellar, Грузия, 0,75 л, сухое, 13,50%
Andeluna Altitud Malbec,тихое,Мендоза,Andeluna Cellars, Аргентина, 0,75 л, сухое, 15,00%
Andeluna Altitud Merlot,тихое,Мендоза,Andeluna Cellars, Аргентина, 0,75 л, сухое, 14,9%
Bernard Magrez Si Mon Pere Savait,тихое,Лангедок-Руссильон,Bernard Magrez, Франция, 0,75 л, сухое, 14,50%
La Passion des Terroirs Le Cardinal de Duplessis,тихое,Бордо,La Passion des Terroirs, Франция, 0,75 л, сухое, 14,00%
Secret de Grand Bateau Rouge,тихое,Бордо,Barriere Freres, Франция, 0,75 л, сухое, 13,0%
Roi Dagobert Gewurztraminer Vieilles Vignes,тихое,Эльзас,Roi Dagobert, Франция, 0,75 л, полусухое, 13,0%
Roi Dagobert Gewurztraminer Alsace,тихое,Эльзас,Roi Dagobert, Франция, 0,75 л, полусухое, 13,0%
Laurenz V. Gruner Veltliner Forbidden,тихое,Нижняя Австрия,Laurenz V., Австрия, 0,75 л, полусухое, 11.00%
Donnafugata Lighea,тихое,Сицилия,Donnafugata, Италия, 0,75 л, сухое, 12,5%
Santa Ema Amplus Chardonnay,тихое,Долина Лейда,Santa Ema, Чили, 0,75 л, сухое, 13,5%
Maison Bouey Le Haut-Medoc de Clement Pichon,тихое,Бордо,Maison Bouey, Франция, 0,75 л, сухое, 13,5%
Dal Bello Celeber Asolo Prosecco Superiore Extra Brut,игристое,Венето,Dal Bello, Италия, 0,75 л, брют, 11,5%
Dr.Heidemanns-Bergweiler Riesling Kabinett,тихое,Мозель,Dr. Heidemanns-Bergweiler, Германия, 0,75 л, полусладкое, 9%
Pio Cesare Dolcetto d'Alba,тихое,Пьемонт,Pio Cesare, Италия, 0,75 л, сухое, 12,5%
Blackstone Chardonnay,тихое,Калифорния,Blackstone, США, 0,75 л, полусухое, 13,5%
Abbazia Di Novacella Lagrein,тихое,Трентино-Альто Адидже,Abbazia di Novacella, Италия, 0,75 л, сухое, 13,00%
Konrad Pinot Noir,тихое,Мальборо,Konrad Wines, Новая Зеландия, 0,75 л, сухое, 13,5%
Garofoli Serra Fiorese,тихое,Марке,Garofoli, Италия, 0,75 л, сухое, 13,5%
Donnafugata La Fuga,тихое,Сицилия,Donnafugata, Италия, 0,75 л, сухое, 13,0%
Abbazia Di Novacella Kerner,тихое,Трентино-Альто Адидже,Abbazia di Novacella, Италия, 0,75 л, сухое, 14,0%
Blackstone Zinfandel,тихое,Калифорния,Blackstone, США, 0,75 л, сухое, 13,50%
Blackstone Merlot,тихое,Калифорния,Blackstone, США, 0,75 л, полусухое, 13,5%
Blackstone Cabernet Sauvignon,тихое,Калифорния,Blackstone, США, 0,75 л, сухое, 13,50%
O. Fournier Urban Ribera,тихое,Кастилия и Леон,O. Fournier, Испания, 0,75 л, сухое, 15,00%
Royal Khvanchkara Твиши,тихое,Рача,Royal Khvanchkara, null, 0,75 л, полусладкое, 12%
Falesco Ferentano I Cru,тихое,Лацио,Falesco, Италия, 0,75 л, сухое, 13.50%
Baron Philippe de Rothschild Reserve Mouton Cadet Medoc,тихое,Бордо,Mouton Cadet, Франция, 0,75 л, сухое, 13,00%
Vinedos y Bodegas Pablo Gran Viu Seleccion,тихое,Арагон,Vinedos y Bodegas Pablo, Испания, 0,75 л, сухое, 14,5%
Jacques Charlet Vire Clesse Vielles Vignes,тихое,Бургундия,Jacques Charlet, Франция, 0,75 л, сухое, 12,5%
Domaine le Colombier Vacqueyras Tradition Rouge,тихое,Долина Роны,Ambiance Rhone Terroirs, Франция, 0,75 л, сухое, 14,0%
Pio Cesare Arneis Langhe,тихое,Пьемонт,Pio Cesare, Италия, 0,75 л, сухое, 13,5%
Argentiera Poggio ai Ginepri Rosso,тихое,Тоскана,Argentiera, Италия, 0,75 л, сухое, 14,0%
Pio Cesare Grignolino del Monferrato Casalese,тихое,Пьемонт,Pio Cesare, Италия, 0,75 л, сухое, 13,50%
Abbazia Di Novacella Gewurztraminer,тихое,Трентино-Альто Адидже,Abbazia di Novacella, Италия, 0,75 л, сухое, 0,14
Tedeschi Capitel San Rocco Valpolicella Superiore Ripasso,тихое,Венето,Tedeschi, Италия, 0,75 л, сухое, 14,0%
Ackerman Cremant de Loire Blanc Royal Brut,игристое,Долина Луары,Ackerman, Франция, 0,75 л, брют, 12,00%
Maison Bouey Chateau de Lisse,тихое,Бордо,Maison Bouey, Франция, 0,75 л, сухое, 13,0%
Emilio Lustau Rare Amontillado Escuadrilla Sherry,крепленое,Андалусия,Emilio Lustau, Испания, 0,75 л, сухое, 18,50%
Emilio Lustau Palo Cortado Peninsula Sherry,крепленое,Андалусия,Emilio Lustau, Испания, 0,75 л, сухое, 19,00%
Emilio Lustau Oloroso Don Nuno Sherry,крепленое,Андалусия,Emilio Lustau, Испания, 0,75 л, сухое, 20,00%
Bosco Don Bosco Montepulciano d'Abruzzo,тихое,Абруццо,Bosco, Италия, 0,75 л, сухое, 13,50%
Tenuta Borgo Conventi Sauvignon Collio,тихое,Фриули Венеция Джулия,Borgo Conventi, Италия, 0,75 л, сухое, 13,5%
Borgo Conventi Ribolla Gialla Collio,тихое,Фриули Венеция Джулия,Borgo Conventi, Италия, 0,75 л, сухое, 13,00%
Cordier Chateau Fournas Bernadotte,тихое,Бордо,Cordier, Франция, 0,75 л, сухое, 14,0%
Borgo Conventi Collio Merlot,тихое,Фриули Венеция Джулия,Borgo Conventi, Италия, 0,75 л, сухое, 13,5%
Chateau La Croix Fourney,тихое,Бордо,Maison Bouey, Франция, 0,75 л, сухое, 13,0%
Masottina Conegliano Valdobbiadene Prosecco Superiore Rive di Ogliano,игристое,unknown,Masottina, Италия, 0,75 л, брют, 11,5%
Vine Ponto Mtsvane,тихое,Кахетия,Vine Ponto, Грузия, 0,75 л, сухое, 13%
Vine Ponto Saperavi,тихое,Кахетия,Vine Ponto, Грузия, 0,75 л, сухое, 13%
Pio Cesare IL Nebbio Langhe,тихое,Пьемонт,Pio Cesare, Италия, 0,75 л, сухое, 13,5%
Abbazia Di Novacella Pinot Nero,тихое,Трентино-Альто Адидже,Abbazia di Novacella, Италия, 0,75 л, сухое, 13,0%
Tolaini Al Passo,тихое,Тоскана,Tolaini, Италия, 0,75 л, сухое, 13,50%
Laurenz V. Friendly Gruner Veltliner,тихое,Нижняя Австрия,Laurenz V., Австрия, 0,75 л, полусухое, 12,50%
Hans Tschida Angerhof Grand Select,тихое,Бургенланд,Tschida, Австрия, 0,75 л, сухое, 14,50%
Bodega Atamisque Chardonnay,тихое,Мендоза,Atamisque, Аргентина, 0,75 л, сухое, 14,5%
Hans Tschida Angerhof Grand Select,тихое,Бургенланд,Tschida, Австрия, 0,75 л, сухое, 14,5 %
Vine Ponto Kisi,тихое,Кахетия,Vine Ponto, Грузия, 0,75 л, сухое, 13%
Boutari Grande Reserve Naoussa,тихое,Наусса,Boutari, Греция, 0,75 л, сухое, 13,5%
Boutari Santorini Assyrtiko,тихое,Санторини,Boutari, Греция, 0,75 л, сухое, 12,50%
Villa Maria Reserve Chardonnay Marlborough,тихое,Мальборо,Villa Maria, Новая Зеландия, 0,75 л, сухое, 13,5%
Arboleda Cabernet Sauvignon,тихое,Аконкагуа,Arboleda, Чили, 0,75 л, сухое, 14,0%
Arboleda Sauvignon Blanc,тихое,Аконкагуа,Arboleda, Чили, 0,75 л, сухое, 13,00%
Arboleda Chardonnay,тихое,Аконкагуа,Arboleda, Чили, 0,75 л, сухое, 13,5%
Podium Verdicchio dei Castelli di Jesi,тихое,Марке,Garofoli, Италия, 0,75 л, сухое, 14,00%
Bodega Atamisque Atamisque Cabernet Sauvignon,тихое,Мендоза,Atamisque, Аргентина, 0,75 л, сухое, 14,80%
Arboleda Syrah,тихое,Аконкагуа,Arboleda, Чили, 0,75 л, сухое, 14,0%
Bodega Atamisque Atamisque Malbec,тихое,Мендоза,Atamisque, Аргентина, 0,75 л, сухое, 14,0%
Alto Douro Quinta de Cidro Touriga Nacional,тихое,Доуро,Real Companhia Velha, Португалия, 0,75 л, сухое, 14,0%
Cantine Pellegrino Vino Marsala Superiore Riserva,крепленое,Сицилия,Cantine Pellegrino, Италия, 0,75 л, сладкое, 18,00%
Bougrier Sancerre,тихое,Долина Луары,Famille Bougrier, Франция, 0,75 л, сухое, 12,0%
Baron Philippe de Rothschild Reserve Mouton Cadet Saint Emilion,тихое,Бордо,Mouton Cadet, Франция, 0,75 л, сухое, 13,5%
Arboleda Carmenere,тихое,Аконкагуа,Arboleda, Чили, 0,75 л, сухое, 14,00%
Mas des Mas Gres de Montpellier,тихое,Лангедок-Руссильон,Domaines Paul Mas, Франция, 0,75 л, сухое, 14,5%
Bussola Ca del Laito Valpolicella Superiore Ripasso,тихое,Венето,Tommaso Bussola, Италия, 0,75 л, сухое, 14,50%
Kuentz-Bas Gewurztraminer Collection,тихое,Эльзас,Kuentz-Bas, Франция, 0,75 л, полусухое, 13,50%
Kuentz-Bas Pinot Gris Collection,тихое,Эльзас,Kuentz-Bas, Франция, 0,75 л, сухое, 13,5%
Advini Josselin Chablis,тихое,Бургундия,Advini, Франция, 0,75 л, сухое, 12,00%
Maison Bouey Villa des Crus Saint Emilion,тихое,Бордо,Maison Bouey, Франция, 0,75 л, сухое, 13,00%
Vietti Dolcetto d’Alba Tre Vigne,тихое,Пьемонт,Vietti, Италия, 0,75 л, сухое, 13,5%
Col d’Orcia Banditella Rosso di Montalcino,тихое,Тоскана,Col D'Orcia, Италия, 0,75 л, сухое, 14,5%
Vietti Roero Arneis,тихое,Пьемонт,Vietti, Италия, 0,75 л, сухое, 13,0%
Carlo Pellegrino Tripudium Rosso,тихое,Сицилия,Cantine Pellegrino, Италия, 0,75 л, сухое, 14,00%
Pio Cesare L'Altro Piemonte Chardonnay,тихое,Пьемонт,Pio Cesare, Италия, 0,75 л, сухое, 13,0%
Matsu El Picaro,тихое,Кастилия и Леон,Matsu, Испания, 1,5 л, сухое, 14,5%
Monchiero Carbone Sru Roero,тихое,Пьемонт,Monchiero Carbone, Италия, 0,75 л, сухое, 13,5%
Pio Cesare Freisa Langhe,тихое,Пьемонт,Pio Cesare, Италия, 0,75 л, сухое, 13,5%
Jacques Charlet Domaine Champ Meunier Saint-Veran,тихое,Бургундия,Jacques Charlet, Франция, 0,75 л, сухое, 13,0%
Emilio Lustau Moscatel Emilin Sherry,крепленое,Андалусия,Emilio Lustau, Испания, 0,75 л, сладкое, 17,00%
Emilio Lustau Pedro Ximenez San Emilio Sherry,крепленое,Андалусия,Emilio Lustau, Испания, 0,75 л, сладкое, 17,0%
